method,missed_stmt,covered_stmt,total_stmts
com.thoughtworks.xstream.converters.extended.NamedMapConverter.readItem,0,5,5
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.MappingList,0,2,2
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter.compare,13,0,13
com.thoughtworks.xstream.core.TreeUnmarshaller.getMapper,0,1,1
com.thoughtworks.xstream.core.util.CompositeClassLoader.<clinit>, line 55,0,6,6
com.thoughtworks.xstream.converters.collections.ArrayConverter.marshal,0,4,4
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper.stringFoundAt,0,3,3
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.fromString,0,1,1
com.thoughtworks.xstream.XStream.getClassLoader,1,0,1
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.getHeader,11,67,78
com.thoughtworks.xstream.io.xml.XmlFriendlyReplacer.unescapeName,1,0,1
com.thoughtworks.xstream.converters.extended.JavaMethodConverter.marshal,0,7,7
com.thoughtworks.xstream.io.HierarchicalStreamReader.null,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafePropertyEditor.getAsText,0,5,5
com.thoughtworks.xstream.core.TreeMarshaller.keys,2,0,2
com.thoughtworks.xstream.converters.basic.FloatConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.ErrorWritingException.add,0,8,8
com.thoughtworks.xstream.core.util.TypedNull.<init>,0,2,2
com.thoughtworks.xstream.XStream.defaultReadObject,1,0,1
com.thoughtworks.xstream.converters.reflection.LambdaConverter.<init>,1,0,1
com.thoughtworks.xstream.converters.time.LocalDateConverter.fromString,5,0,5
com.thoughtworks.xstream.core.util.PrioritizedList.add,0,3,3
com.thoughtworks.xstream.io.xml.Dom4JDriver.setDocumentFactory,1,0,1
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.NamedItemType,0,2,2
com.thoughtworks.xstream.core.AbstractTreeMarshallingStrategy.marshal,0,2,2
com.thoughtworks.xstream.converters.basic.DoubleConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.extended.ToAttributedValueConverter.marshal,0,7,7
com.thoughtworks.xstream.core.DefaultConverterLookup.registerConverter,0,2,2
com.thoughtworks.xstream.core.util.PresortedMap.size,0,1,1
com.thoughtworks.xstream.io.binary.Token.toString,1,0,1
com.thoughtworks.xstream.converters.time.JapaneseDateConverter.chronoLocalDateOf,1,0,1
com.thoughtworks.xstream.converters.reflection.FieldDictionary.<init>,1,2,3
com.thoughtworks.xstream.core.util.ArrayIterator.hasNext,0,1,1
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.readResolve,3,0,3
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.write,1,2,3
com.thoughtworks.xstream.converters.extended.CurrencyConverter.fromString,0,1,1
com.thoughtworks.xstream.core.util.FastStack.peek,0,1,1
com.thoughtworks.xstream.core.ReferenceByIdMarshaller.createReferenceKey,0,1,1
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.ready,1,0,1
com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter.unmarshal,7,19,26
com.thoughtworks.xstream.io.xml.JDom2Reader.getAttributeName,0,1,1
com.thoughtworks.xstream.converters.reflection.FieldKey.hashCode,0,4,4
com.thoughtworks.xstream.converters.extended.JavaFieldConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.json.JsonWriter.addValue,0,7,7
com.thoughtworks.xstream.io.json.JettisonStaxWriter.<init>,7,2,9
com.thoughtworks.xstream.mapper.MapperWrapper.getItemTypeForItemFieldName,0,1,1
com.thoughtworks.xstream.core.util.OrderRetainingMap.putAll,0,3,3
com.thoughtworks.xstream.core.util.DependencyInjectionFactory.TypedValue,0,3,3
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper.<init>,0,1,1
com.thoughtworks.xstream.io.json.JsonWriter.addLabel,0,7,7
com.thoughtworks.xstream.core.TreeMarshaller.convertAnother,4,5,9
com.thoughtworks.xstream.converters.extended.ToStringConverter.<init>,0,2,2
com.thoughtworks.xstream.converters.basic.ShortConverter.fromString,1,3,4
com.thoughtworks.xstream.core.util.HierarchicalStreams.readClassAttribute,0,7,7
com.thoughtworks.xstream.io.json.AbstractJsonWriter.setValue,0,5,5
com.thoughtworks.xstream.converters.getPropertyType,0,1,1
com.thoughtworks.xstream.annotations.AnnotationProvider.getAnnotation,0,1,1
com.thoughtworks.xstream.mapper.ClassAliasingMapper.realClass,0,7,7
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.hasNext,0,1,1
com.thoughtworks.xstream.io.xml.StaxWriter.flush,1,2,3
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getAttributeNames,0,1,1
com.thoughtworks.xstream.io.binary.Token.Value,0,3,3
com.thoughtworks.xstream.io.xml.JDom2Writer.createNode,0,5,5
com.thoughtworks.xstream.mapper.MapperWrapper.isImmutableValueType,0,1,1
com.thoughtworks.xstream.io.path.PathTracker.peekElement,1,12,13
com.thoughtworks.xstream.converters.extended.StackTraceElementConverter.toString,0,2,2
com.thoughtworks.xstream.converters.reflection.FieldKey.getFieldName,0,1,1
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.serializedClass,0,2,2
com.thoughtworks.xstream.io.path.PathTrackingWriter.startNode,0,4,4
com.thoughtworks.xstream.core.util.CustomObjectInputStream.pushCallback,0,1,1
com.thoughtworks.xstream.core.Caching.null,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.createNullArguments,20,0,20
com.thoughtworks.xstream.security.TypePermission.null,0,0,0
com.thoughtworks.xstream.converters.extended.NamedCollectionConverter.<init>,0,4,4
com.thoughtworks.xstream.core.util.DependencyInjectionFactory.toString,1,0,1
com.thoughtworks.xstream.core.util.PresortedSet.equals,1,0,1
com.thoughtworks.xstream.converters.extended.NamedCollectionConverter.writeCompleteItem,0,1,1
com.thoughtworks.xstream.mapper.AttributeMapper.getConverterFromItemType,6,5,11
com.thoughtworks.xstream.core.JVM.getMajorJavaVersion,1,2,3
com.thoughtworks.xstream.converters.ErrorWritingException.<init>,0,6,6
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readFields,0,1,1
com.thoughtworks.xstream.mapper.AnnotationConfiguration.null,0,0,0
com.thoughtworks.xstream.io.xml.XStream11XmlFriendlyReplacer.<init>,0,0,0
com.thoughtworks.xstream.converters.time.InstantConverter.fromString,5,0,5
com.thoughtworks.xstream.io.xml.DomReader.getAttribute,0,3,3
com.thoughtworks.xstream.io.binary.Token.<init>,0,1,1
com.thoughtworks.xstream.core.util.ArrayIterator.next,0,1,1
com.thoughtworks.xstream.core.util.Pool.<init>,0,3,3
com.thoughtworks.xstream.converters.ErrorWritingException.getMessage,0,13,13
com.thoughtworks.xstream.persistence.XmlMap.get,0,1,1
com.thoughtworks.xstream.io.json.JsonWriter.close,1,0,1
com.thoughtworks.xstream.XStreamException.<init>,1,3,4
com.thoughtworks.xstream.io.xml.xppdom.XppDom.setParent,0,1,1
com.thoughtworks.xstream.converters.extended.JavaMethodConverter.marshalMethod,0,13,13
com.thoughtworks.xstream.io.binary.BinaryStreamDriver.createWriter,2,0,2
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker.unmarshal,0,1,1
com.thoughtworks.xstream.core.util.CustomObjectInputStream.peekCallback,0,1,1
com.thoughtworks.xstream.core.util.FastField.hashCode,0,1,1
com.thoughtworks.xstream.core.ReferenceByIdMarshallingStrategy.createMarshallingContext,0,1,1
com.thoughtworks.xstream.converters.collections.CollectionConverter.<init>,1,4,5
com.thoughtworks.xstream.converters.reflection.SunLimitedUnsafeReflectionProvider.<clinit>, line 40,4,8,12
com.thoughtworks.xstream.io.xml.DomReader.peekNextChild,6,0,6
com.thoughtworks.xstream.converters.extended.LocaleConverter.canConvert,0,1,1
com.thoughtworks.xstream.core.TreeUnmarshaller.convertAnother,4,6,10
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.encodeName,2,29,31
com.thoughtworks.xstream.core.util.OrderRetainingMap.entrySet,0,7,7
com.thoughtworks.xstream.core.util.PresortedSet.add,1,0,1
com.thoughtworks.xstream.core.util.Base64Encoder.encode,0,12,12
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.addAttribute,0,1,1
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.getVersion,0,1,1
com.thoughtworks.xstream.converters.basic.UUIDConverter.fromString,1,2,3
com.thoughtworks.xstream.core.JVM.is14,0,1,1
com.thoughtworks.xstream.io.xml.XomReader.getChild,0,1,1
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.markSupported,1,0,1
com.thoughtworks.xstream.converters.extended.PathConverter.fromString,8,0,8
com.thoughtworks.xstream.core.JVM.is18,1,0,1
com.thoughtworks.xstream.core.JVM.is17,0,1,1
com.thoughtworks.xstream.core.JVM.is16,0,1,1
com.thoughtworks.xstream.io.xml.XomReader.getAttributeName,0,1,1
com.thoughtworks.xstream.core.JVM.is15,0,1,1
com.thoughtworks.xstream.XStream.addImmutableTypeDynamically,0,3,3
com.thoughtworks.xstream.converters.time.JapaneseDateConverter.fromString,1,0,1
com.thoughtworks.xstream.converters.reflection.NativeFieldKeySorter.compare,8,0,8
com.thoughtworks.xstream.converters.collections.TreeMapConverter.unmarshalComparator,0,12,12
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.init,0,2,2
com.thoughtworks.xstream.core.util.PresortedSet.first,1,0,1
com.thoughtworks.xstream.XStream.readFromStream,0,6,6
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.<init>,0,1,1
com.thoughtworks.xstream.io.ReaderWrapper.getAttributeName,1,0,1
com.thoughtworks.xstream.converters.collections.TreeSetConverter.populateMap,0,1,1
com.thoughtworks.xstream.XStream.denyTypeHierarchy,1,0,1
com.thoughtworks.xstream.converters.time.OffsetDateTimeConverter.toString,4,0,4
com.thoughtworks.xstream.converters.extended.ThrowableConverter.unmarshal,0,1,1
com.thoughtworks.xstream.converters.basic.BigIntegerConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.hashCode,0,5,5
com.thoughtworks.xstream.io.naming.NoNameCoder.decodeAttribute,1,0,1
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getImplicitCollectionDefByItemFieldName,1,6,7
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.close,2,3,5
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.binary.ReaderDepthState.hasNext,0,1,1
com.thoughtworks.xstream.mapper.AnnotationMapper.add,4,46,50
com.thoughtworks.xstream.security.InterfaceTypePermission.hashCode,1,0,1
com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat.toString,1,0,1
com.thoughtworks.xstream.converters.extended.ToStringConverter.toString,0,1,1
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeBytes,1,0,1
com.thoughtworks.xstream.converters.flushCache,1,0,1
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory.setField,0,2,2
com.thoughtworks.xstream.io.xml.Xpp3Driver.createParser,0,1,1
com.thoughtworks.xstream.io.AbstractReader.encodeNode,1,0,1
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper.unescapeFieldName,0,12,12
com.thoughtworks.xstream.io.xml.JDom2Driver.createBuilder,0,3,3
com.thoughtworks.xstream.core.util.WeakCache.hashCode,1,0,1
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.registerValidation,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.instantiateNewInstance,0,8,8
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.finishTag,0,7,7
com.thoughtworks.xstream.core.JVM.isSQLAvailable,0,1,1
com.thoughtworks.xstream.converters.basic.DateConverter.appendErrors,5,0,5
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.equals,7,8,15
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.shouldUnmarshalField,0,1,1
com.thoughtworks.xstream.io.xml.AbstractXppDriver.createReader,3,4,7
com.thoughtworks.xstream.converters.time.WeekFieldsConverter.canConvert,1,0,1
com.thoughtworks.xstream.XStream.useAttributeFor,3,6,9
com.thoughtworks.xstream.io.xml.AbstractXmlWriter.escapeXmlName,0,1,1
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.writeBareItem,0,1,1
com.thoughtworks.xstream.converters.extended.GregorianCalendarConverter.unmarshal,0,13,13
com.thoughtworks.xstream.core.util.Base64Encoder.computeResultingStringSize,0,5,5
com.thoughtworks.xstream.core.util.PresortedSet.iterator,0,1,1
com.thoughtworks.xstream.XStream.readResolve,0,2,2
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.defaultReadObject,1,0,1
com.thoughtworks.xstream.io.xml.AbstractPullReader.peekNextChild,12,0,12
com.thoughtworks.xstream.converters.enums.EnumSingleValueConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.xml.StaxDriver.getQnameMap,1,0,1
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.endOfLine,0,3,3
com.thoughtworks.xstream.converters.basic.BooleanConverter.toString,0,2,2
com.thoughtworks.xstream.mapper.OuterClassMapper.<init>,0,5,5
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.defaultWriteObject,1,0,1
com.thoughtworks.xstream.converters.collections.TreeMapConverter.marshalComparator,0,5,5
com.thoughtworks.xstream.converters.collections.PropertiesConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.xml.AbstractXmlDriver.<init>,2,1,3
com.thoughtworks.xstream.converters.time.OffsetTimeConverter.<clinit>, line 34,1,0,1
com.thoughtworks.xstream.core.util.QuickWriter.<init>,0,3,3
com.thoughtworks.xstream.converters.reflection.SerializableConverter.hierarchyFor,0,6,6
com.thoughtworks.xstream.core.util.FastStack.push,0,4,4
com.thoughtworks.xstream.converters.time.HijrahDateConverter.<init>,5,0,5
com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter.marshal,0,16,16
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.<init>,2,2,4
com.thoughtworks.xstream.io.binary.BinaryStreamReader.readToken,1,12,13
com.thoughtworks.xstream.converters.reflection.MissingFieldException.getClassName,1,0,1
com.thoughtworks.xstream.converters.reflection.SerializableConverter.writeFieldsToStream,2,17,19
com.thoughtworks.xstream.io.xml.JDomReader.reassignCurrentElement,0,1,1
com.thoughtworks.xstream.converters.time.MonthDayConverter.fromString,5,0,5
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.validateFieldAccess,2,3,5
com.thoughtworks.xstream.converters.extended.LookAndFeelConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.addAttribute,0,1,1
com.thoughtworks.xstream.mapper.XmlFriendlyMapper.mapNameFromXML,1,0,1
com.thoughtworks.xstream.XStream.buildMapperDynamically,2,4,6
com.thoughtworks.xstream.mapper.ArrayMapper.boxedTypeName,0,1,1
com.thoughtworks.xstream.mapper.DefaultMapper.getItemTypeForItemFieldName,1,0,1
com.thoughtworks.xstream.converters.time.ThaiBuddhistDateConverter.eraOf,1,0,1
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.close,0,0,0
com.thoughtworks.xstream.io.xml.KXml2DomDriver.createParser,1,0,1
com.thoughtworks.xstream.io.xml.AbstractXppDriver.<init>,0,1,1
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.toString,0,2,2
com.thoughtworks.xstream.converters.extended.ISO8601DateConverter.fromString,0,1,1
com.thoughtworks.xstream.io.xml.JDomReader.getValue,0,1,1
com.thoughtworks.xstream.mapper.PackageAliasingMapper.addPackageAlias,0,6,6
com.thoughtworks.xstream.converters.extended.FileConverter.fromString,0,1,1
com.thoughtworks.xstream.XStream.setupDefaultSecurity,25,49,74
com.thoughtworks.xstream.converters.getDefaultConstrutor,6,0,6
com.thoughtworks.xstream.io.xml.TraxSource.<init>,10,1,11
com.thoughtworks.xstream.XStream.InitializationException,0,2,2
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.writeAttributeValue,0,1,1
com.thoughtworks.xstream.mapper.LocalConversionMapper.getConverterFromAttribute,0,2,2
com.thoughtworks.xstream.io.xml.XppDomWriter.setValue,0,1,1
com.thoughtworks.xstream.io.xml.XppDomWriter.addAttribute,0,1,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.canAccess,1,3,4
com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategy.createUnmarshallingContext,0,1,1
com.thoughtworks.xstream.io.naming.StaticNameCoder.decodeNode,2,0,2
com.thoughtworks.xstream.io.xml.XomReader.getAttribute,0,2,2
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.accept,5,0,5
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.marshal,0,1,1
com.thoughtworks.xstream.mapper.ImmutableTypesMapper.isImmutableValueType,0,3,3
com.thoughtworks.xstream.core.DefaultConverterLookup.writeReplace,0,3,3
com.thoughtworks.xstream.converters.collections.TreeMapConverter.compare,3,0,3
com.thoughtworks.xstream.io.json.AbstractJsonWriter.isArray,0,1,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.add,9,116,125
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.visitSerializableFields,0,7,7
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.put,6,3,9
com.thoughtworks.xstream.core.JVM.canUseSunLimitedUnsafeReflectionProvider,1,0,1
com.thoughtworks.xstream.core.JVM.is19,1,0,1
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory15.create,0,1,1
com.thoughtworks.xstream.io.xml.StaxWriter.getXMLStreamWriter,0,1,1
com.thoughtworks.xstream.security.NoTypePermission.equals,0,1,1
com.thoughtworks.xstream.XStream.registerLocalConverter,1,3,4
com.thoughtworks.xstream.io.xml.XppDomWriter.getConfiguration,0,1,1
com.thoughtworks.xstream.io.xml.DomReader.getChild,0,1,1
com.thoughtworks.xstream.converters.reflection.Sun14ReflectionProvider.readResolve,2,0,2
com.thoughtworks.xstream.io.xml.Dom4JDriver.<init>,2,6,8
com.thoughtworks.xstream.converters.collections.CollectionConverter.addCurrentElementToCollection,0,2,2
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.toPhysicalArray,0,7,7
com.thoughtworks.xstream.io.ReaderWrapper.close,0,1,1
com.thoughtworks.xstream.core.util.QuickWriter.flush,1,4,5
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.unmarshal,2,25,27
com.thoughtworks.xstream.io.xml.AbstractPullReader.moveDown,1,4,5
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.omitField,0,1,1
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getChild,0,2,2
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getChildCount,1,2,3
com.thoughtworks.xstream.core.TreeUnmarshaller.<init>,0,4,4
com.thoughtworks.xstream.core.util.CustomObjectInputStream.<init>,1,3,4
com.thoughtworks.xstream.converters.extended.DurationConverter.getFactory,1,2,3
com.thoughtworks.xstream.core.util.Cloneables.clone,2,15,17
com.thoughtworks.xstream.io.xml.SaxWriter.getDTDHandler,1,0,1
com.thoughtworks.xstream.io.xml.XppDomWriter.createNode,0,5,5
com.thoughtworks.xstream.converters.ConverterMatcher.null,0,0,0
com.thoughtworks.xstream.core.util.ISO8601JavaTimeConverter.canConvert,1,0,1
com.thoughtworks.xstream.io.path.PathTracker.pushElement,0,12,12
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.readItem,0,1,1
com.thoughtworks.xstream.converters.extended.JavaFieldConverter.marshal,0,8,8
com.thoughtworks.xstream.security.AnyTypePermission.equals,0,1,1
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.getCurrent,0,1,1
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.mapper,0,1,1
com.thoughtworks.xstream.io.binary.Token.readFrom,0,6,6
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getImplicitCollectionDefForFieldName,0,9,9
com.thoughtworks.xstream.io.xml.AbstractXmlReader.escapeXmlName,1,0,1
com.thoughtworks.xstream.core.util.PresortedMap.comparator,0,1,1
com.thoughtworks.xstream.mapper.AttributeMapper.shouldLookForSingleValueConverter,0,8,8
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper.escapeClassName,0,4,4
com.thoughtworks.xstream.converters.collections.SingletonCollectionConverter.<init>,0,1,1
com.thoughtworks.xstream.mapper.MapperWrapper.attributeForAlias,1,1,2
com.thoughtworks.xstream.core.util.ObjectIdDictionary.cleanup,0,3,3
com.thoughtworks.xstream.io.xml.JDomReader.getNodeName,0,1,1
com.thoughtworks.xstream.converters.extended.ToStringConverter.fromString,2,3,5
com.thoughtworks.xstream.converters.reflection.SerializableConverter.doUnmarshal,1,4,5
com.thoughtworks.xstream.converters.extended.ColorConverter.unmarshal,0,6,6
com.thoughtworks.xstream.XStream.addImmutableType,2,2,4
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getItemFieldName,0,1,1
com.thoughtworks.xstream.core.util.CustomObjectInputStream.getObjectStreamClass,1,0,1
com.thoughtworks.xstream.io.ReaderWrapper.peekNextChild,3,0,3
com.thoughtworks.xstream.mapper.AnnotationMapper.autodetectAnnotations,0,1,1
com.thoughtworks.xstream.mapper.ArrayMapper.<init>,0,1,1
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.writeField,0,1,1
com.thoughtworks.xstream.annotations.AnnotationReflectionConverter.<init>,0,3,3
com.thoughtworks.xstream.converters.enums.EnumSingleValueConverter.toString,0,1,1
com.thoughtworks.xstream.io.binary.ReaderDepthState.getAttribute,1,10,11
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getFieldNameForItemTypeAndName,0,21,21
com.thoughtworks.xstream.core.util.FastField.<init>,0,3,3
com.thoughtworks.xstream.core.util.ObjectIdDictionary.toString,3,0,3
com.thoughtworks.xstream.mapper.MapperWrapper.<init>,0,65,65
com.thoughtworks.xstream.security.WildcardTypePermission.<init>,0,1,1
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.popCallback,0,1,1
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.close,0,1,1
com.thoughtworks.xstream.core.util.CompositeClassLoader.addInternal,3,7,10
com.thoughtworks.xstream.mapper.SecurityMapper.<init>,0,3,3
com.thoughtworks.xstream.io.xml.xppdom.XppDom.readResolve,5,0,5
com.thoughtworks.xstream.converters.reflection.FieldDictionary.buildDictionaryEntryForClass,5,17,22
com.thoughtworks.xstream.io.AbstractDriver.getNameCoder,0,1,1
com.thoughtworks.xstream.mapper.AttributeMapper.getConverterFromAttribute,7,5,12
com.thoughtworks.xstream.io.xml.JDomDriver.createReader,19,5,24
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.getPath,0,1,1
com.thoughtworks.xstream.annotations.XStreamImplicit.null,0,0,0
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory.element,0,2,2
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter.registerFieldOrder,1,0,1
com.thoughtworks.xstream.converters.time.YearConverter.fromString,5,0,5
com.thoughtworks.xstream.core.util.OrderRetainingMap.values,0,1,1
com.thoughtworks.xstream.converters.extended.SubjectConverter.canConvert,0,1,1
com.thoughtworks.xstream.security.ForbiddenClassException.<init>,0,1,1
com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker.supportsReadObject,1,0,1
com.thoughtworks.xstream.converters.reflection.SerializableConverter.UnserializableParentsReflectionProvider,0,1,1
com.thoughtworks.xstream.core.util.WeakCache.values,0,3,3
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.getFieldType,0,1,1
com.thoughtworks.xstream.io.binary.Token.writeString,0,7,7
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.addAttribute,0,6,6
com.thoughtworks.xstream.io.xml.xppdom.XppDom.<init>,0,3,3
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.setValue,0,1,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.visit,4,18,22
com.thoughtworks.xstream.io.xml.JDomReader.getAttributeName,0,1,1
com.thoughtworks.xstream.io.xml.XomWriter.top,0,1,1
com.thoughtworks.xstream.io.xml.SaxWriter.setEntityResolver,4,0,4
com.thoughtworks.xstream.mapper.DefaultMapper.aliasForAttribute,1,1,2
com.thoughtworks.xstream.io.xml.SaxWriter.getEntityResolver,1,0,1
com.thoughtworks.xstream.io.xml.XppReader.getAttributeName,0,1,1
com.thoughtworks.xstream.converters.serializablePropertiesFor,0,7,7
com.thoughtworks.xstream.mapper.ClassAliasingMapper.addClassAttributeAlias,1,0,1
com.thoughtworks.xstream.core.util.CustomObjectInputStream.defaultReadObject,0,1,1
com.thoughtworks.xstream.mapper.AnnotationMapper.setupMappers,0,7,7
com.thoughtworks.xstream.io.xml.AbstractXmlDriver.xmlFriendlyReplacer,2,0,2
com.thoughtworks.xstream.core.util.CustomObjectInputStream.CustomGetField,0,1,1
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.moveDown,0,5,5
com.thoughtworks.xstream.security.NoTypePermission.hashCode,1,0,1
com.thoughtworks.xstream.io.xml.JDomReader.getAttribute,0,2,2
com.thoughtworks.xstream.io.xml.XppReader.pullNextEvent,7,9,16
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory.nativeMethodElement,0,1,1
com.thoughtworks.xstream.core.util.WeakCache.clear,0,1,1
com.thoughtworks.xstream.core.util.FastStack.size,0,1,1
com.thoughtworks.xstream.io.AbstractWriter.encodeAttribute,0,1,1
com.thoughtworks.xstream.converters.extended.ISO8601SqlTimestampConverter.toString,0,6,6
com.thoughtworks.xstream.mapper.EnumMapper.getLocalConverter,0,11,11
com.thoughtworks.xstream.core.util.PresortedMap.getKey,0,1,1
com.thoughtworks.xstream.io.xml.Dom4JWriter.top,0,1,1
com.thoughtworks.xstream.converters.basic.CharConverter.unmarshal,0,4,4
com.thoughtworks.xstream.XStream.setupMappers,0,13,13
com.thoughtworks.xstream.persistence.StreamStrategy.null,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary.WeakIdWrapper,0,2,2
com.thoughtworks.xstream.core.util.Base64JavaUtilCodec.decode,1,0,1
com.thoughtworks.xstream.io.WriterWrapper.addAttribute,0,1,1
com.thoughtworks.xstream.persistence.XmlArrayList.get,0,2,2
com.thoughtworks.xstream.converters.collections.TreeSetConverter.<clinit>, line 133,4,14,18
com.thoughtworks.xstream.core.util.PresortedSet.addAll,0,1,1
com.thoughtworks.xstream.io.naming.NameCoder.null,0,0,0
com.thoughtworks.xstream.io.AbstractReader.encodeAttribute,0,1,1
com.thoughtworks.xstream.mapper.AbstractAttributeAliasingMapper.<init>,0,1,1
com.thoughtworks.xstream.io.xml.XmlFriendlyWriter.null,0,0,0
com.thoughtworks.xstream.core.JVM.<init>,0,0,0
com.thoughtworks.xstream.io.binary.BinaryStreamReader.<init>,0,2,2
com.thoughtworks.xstream.converters.propertyDescriptor,1,3,4
com.thoughtworks.xstream.io.path.Path.explicit,0,13,13
com.thoughtworks.xstream.io.xml.DomReader.getParent,0,1,1
com.thoughtworks.xstream.annotations.XStreamConverter.null,0,0,0
com.thoughtworks.xstream.mapper.LambdaMapper.<init>,1,0,1
com.thoughtworks.xstream.XStreamer.toXML,2,12,14
com.thoughtworks.xstream.mapper.AnnotationMapper.realMember,0,3,3
com.thoughtworks.xstream.converters.extended.JavaMethodConverter.unmarshal,1,23,24
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.<init>,2,3,5
com.thoughtworks.xstream.io.xml.JDom2Reader.getAttribute,0,2,2
